publication_date;update_date;location;title;vehicles_involved;casualties;injured;reason;sequence_of_actions;district
20180831;NA;NA;259 killed in road crashes during Eid holidays: Jatri Kalyan Samity;train;['259', '274', 'four', '15'];['960', 'seven'];Lack of proper monitoring and enforcement of road safety regulations.;1. 259 people were killed and 960 others injured in 237 road accidents across the country from August 16 to August 28. 2. The number of road crashes saw an increase during Eid vacation than last year. 3. The death toll in road accidents decreased this year due to strict monitoring by authorities concerned, including police, Rapid Action Battalion, and Bangladesh Road Transport Authority (BRTA). 4. The statistics were prepared based on reports published in national and regional newspapers and online news portals in the country. ;Unknown District
20180829;NA;NA;9 killed in road crashes across the country ;car, motorcycle, truck;['one', 'two'];['one'];The accidents described happened due to reckless driving and loss of control over vehicles.;1. A speeding bus ran over a motorcyclist on the Dhaka-Khulna highway in Gopalganj.  2. A bus hit a motorcycle on the Barguna-Barishal highway in Barguna, killing two people. 3. A schoolboy was run over by a speeding truck on the Cumilla-Sylhet road in Cumilla. 4. A motorcyclist was killed in a head-on clash with a bus in Khagrachhari. ;Unknown District
20180829;NA;NA;5 people killed in road crashes in 2 districts;motorcycle;['one', 'two'];[];The accident happened due to the bus driver losing control over the steering.;1. Bus driver lost control over the steering. 2. Bus plunged into a ditch. 3. Three members of a family killed and 20 others injured. 4. Two people killed as a bus hit a motorcycle. ;Unknown District
20180831;NA;NA;Fire at Chattogram salt factory ;;[];[];The reason behind the fire could not be known immediately.;Sequence of actions: 1. Fire broke out at 'Sumon Salt' factory around 5:20pm. 2. Several other adjoining establishments were engulfed by the fire. 3. 13 vehicles of four fire-fighting units arrived and brought the fire under control around 6:30pm.  Reason:;Unknown District
20180901;NA;NA;Woman killed being hit by launch in Bhola;;[];['three'];Collision between two launches led to the accident.;1. Launch MV Karnaphuli hits launch MV Tasrif-4. 2. Launch MV Tasrif-4 ploughs into the pontoon. 3. Bilkis Begum is killed on the spot. 4. Three others are injured. ;Unknown District
20180826;NA;NA;‘Unknown’ disease claims lives of 4 Chattogram children   ;;['26', 'nine'];[];The accident happened due to an outbreak of a mysterious disease in the remote Tripura Palli village.;Sequence of actions:  1. Four children in Tripura Palli died in five days from an 'unknown' disease. 2. Family sources reported deaths of Onno Bala Tripura, Onno Roy Tripura, Somo Roy Tripura, and Kisha Moni Tripura on different days. 3. 21 other children were undergoing treatment at Hathazari health complex. 4. Civil Surgeon of Chattogram visited the health complex and a team from DGHS was scheduled to visit for blood samples. ;Unknown District
20180827;NA;NA;4 motorcyclists killed in M’singh road crashes ;;['26'];[];Lack of proper adherence to traffic rules and regulations.;1. Din Islam and Yasin were hit by a bus in Kakni area. 2. Jewel Miah was rammed by a bus in Kajir Simla area. 3. Rezaul Karim was hit by a CNG-run auto-rickshaw in Balia area. 4. Four motorcyclists were killed in separate road accidents in Tarakanda, Sadar and Phulpur upazilas.  ;Unknown District
20180828;NA;NA;2 killed in Barguna road crash ;motorcycle;['Two'];[];The accident happened due to a collision between the bus and the motorcycle.;1. Bus hit the motorcycle on Barguna-Barishal regional highway 2. Abdul Aziz Sikdar was killed on the spot, Md Hanif Akon and Mohammad Liton were injured 3. Hanif was declared dead at Betagi Health Complex 4. Liton was sent to Sher-e-Bangla Medical College Hospital in Barishal ;Unknown District
20180826;NA;NA;Take action against those responsible for road mismanagement: Ershad;;[];[];4. The accident happened due to lack of discipline on the roads leading to unsafe conditions.;1. HM Ershad urged the government to take action against those who failed to restore discipline on roads. 2. He demanded that family members of the victims be provided with due compensation. 3. Ershad expressed deep shock over the loss of lives in recent road accidents and prayed for the salvation of the departed souls.;Unknown District
20180827;NA;NA;Nepal newspaper report ‘fictitious’, ‘irreverent’: US Bangla ;;[];[];Captain Abid Sultan's tremendous personal mental stress and anxiety led to a series of erroneous decisions which caused the plane crash.;1. Captain Abid Sultan was going through tremendous personal mental stress and anxiety. 2. A series of erroneous decisions on his part led to the crash of the Flight BS211. 3. The US-Bangla Airlines authorities rejected the Nepal newspaper report on the investigation findings. 4. The authorities stated that the report was 'fictitious' and 'irreverent'. ;Unknown District
20180826;NA;NA;One more victim of Pallabi reservoir tank explosion dies ;;['one'];['one'];The accident happened due to a gas pipe leakage leading to an explosion in the reservoir tank of the building.;1. Reservoir tank located on the underground of a 6-storey building at Block-E of Mirpur Section-12 under Pallabi Police Station exploded due to gas pipe leakage at 9 pm on August 21. 2. Ten people, including Surut, Mili and Aliya, received burn injuries and were rushed to the burn and plastic surgery unit of DMCH. 3. Aliya Begum, 25, who had around 58 percent burn injuries, succumbed to her injuries at DMCH on Sunday evening.;Unknown District
20180827;NA;NA;US-Bangla pilot was ‘mentally stressed, reckless’: Nepali probe report;car, train;['22'];[];The accident happened due to the pilot's severe mental stress, erratic behavior, and smoking inside the cockpit, which led to a lack of situational awareness and negligence of procedural discipline.;1. Captain Abid Sultan confirmed the landing gear was down, but it was not. 2. The plane missed the runway and burst into flames during the second landing attempt. 3. Sultan was engaged in erratic behavior and smoking inside the cockpit. 4. Sultan exhibited complacency and gross negligence by lighting a cigarette just before starting the initial approach. ;Unknown District
20180828;NA;NA;Police dump 30 human-haulers into Jashore pond;;[];[];4. The reason for the accident was the violation of the government order regarding the plying of three-wheeled vehicles on highways.;1. Police conducted a special drive on Jashore-Benapole and Jashore-Satkhira highways against three-wheeled vehicles. 2. 85 vehicles were found violating the government order in the last three days. 3. 30 three-wheelers were dumped into a pond near Navaran Highway Police camp.;Unknown District
20180828;NA;NA;Father, son killed in Cumilla road crash ;car;['one'];['one'];The accident occurred because the driver lost control over the wheel.;1. The CNG-run auto-rickshaw carrying the family hit a roadside tree. 2. The driver lost control over the wheel. 3. Aminul and his son Wasi were killed, wife and daughter injured. 4. The driver went into hiding after the incident. ;Unknown District
20180814;NA;NA;Samakal Editor Golam Sarwar dies at 75;car;['one'];[];Golam Sarwar passed away due to complications from pneumonia, lung, kidney, and other health issues he was suffering from.;1. Golam Sarwar was admitted to Labaid Hospital on July 29 with pneumonia. 2. He was airlifted to Singapore on August 3 and admitted to the Singapore General Hospital the following day. 3. Sarwar was put on life support around 5:30pm on the day of his death as his health condition deteriorated. 4. Golam Sarwar passed away around 9:25 pm on Monday night while undergoing treatment at Singapore General Hospital. ;Unknown District
20180814;NA;NA;Opposition Chief Whip Tajul Islam Chowdhury dies;;['one'];[];Tajul Islam Chowdhury passed away due to kidney and heart-related complications.;1. Tajul Islam Chowdhury died at United Hospital in Dhaka at 11:45pm on Monday night. 2. He had been suffering from kidney and heart-related complications. 3. His first Namaz-E-Janaza will be held at the South Plaza of parliament at 11am on Tuesday. 4. His second Namaz-E-Janaja will be held at family graveyard in Kurigram district on August 15. ;Unknown District
20180810;NA;NA;1 killed, 20 CU students hurt in Khagrachhari road crash  ;car;[];['20'];The accident happened because the bus driver lost control over the steering.;1. Bus carrying students overturns on road in Alutila area of Sadar upazila. 2. Bus driver loses control over the steering. 3. Pedestrian killed and 20 students injured in the accident.;Unknown District
20180826;NA;NA;Bus owner held in Bagura over Natore road crash;car;[];[];Operating an unfit and abandoned bus on the road after its sale at auction led to the fatal road accident.;1. Bus owner Manju Sarker bought unfit BRTC bus at auction and started operating it on the road after repairing. 2. Bus owned by Challenger Paribahan hit a human-hauler carrying 15 passengers, resulting in 15 deaths. 3. Police arrested bus owner Manju Sarker and filed a case against seven people involved in the accident. 4. The driver and helper of the bus went into hiding after the incident. ;Unknown District
20180817;NA;NA;Brac official, 2 others killed in Naogaon, Gazipur, Jhenaidah road crashes;;['one'];[];The accidents happened due to negligence and lack of caution while crossing the road and due to collision between vehicles.;1. A woman was killed when a covered van ran over her on Dhaka-Mymensingh highway at Chandona intersection on Friday.  2. Local people vandalized the covered van and injured the driver's helper.  3. In Naogaon, a Brac official was killed in a road accident on Patnitala-Mahadebpur regional highway in Patnitala upazila headquarters on Thursday.  4. An unidentified man was killed when an unknown vehicle knocked him down near Sadhuhati Girl’s School area on Jhenaidah-chuadanga road in Sadar upazila on Thursday midnight. ;Unknown District
